category,brand,model,variant,width_cm,length_cm,height_cm,weight_kg,fragile,package_type,hazard_class,extra_package,extra_width_cm,extra_length_cm,extra_price_usd,extra_type,product_id,customer_id,basket_id,quantity,is_2d_only,height_cm_filled,volume_cm3,volume_to_weight_ratio,fragile_flag,requires_special_handling,extra_volume_cm3,shape_flag
Shoes,Nike,Court Vision, White 40,33.7,20.5,"13,5",1.034,False,plastic_box,Compressed_Gas-2,True,35.2,23.1,"16,7",double_carton,1135,1150,3518,3,False,13.5,9326.475,9019.80174081238,False,True,10977.12,plastic_box
Appliance,Philips,Kettle,,38.9,24.8,"10,5",1.832,True,poly_bag,Flammable_Liquid-3,False,0.0,0.0,,,1136,1182,4416,3,False,10.5,10129.56,5529.235807860262,True,True,0.0,poly_bag
Textile,SoftWear,Hoodie L,,26.3,23.8,"5,2",0.62,False,poly_bag,Compressed_Gas-2,True,28.9,26.3,"16,13",foam_protector,1137,1335,4282,3,False,5.2,3254.8880000000004,5249.819354838711,False,True,3952.3639999999996,poly_bag
Toy,ToyLand,Plush Bear 50cm,,10.8,17.9,"13,9",1.212,True,plastic_box,Compressed_Gas-2,False,0.0,0.0,,,1138,1094,3799,1,False,13.9,2687.148,2217.1188118811883,True,True,0.0,plastic_box
Textile,SoftWear,Basic T-Shirt M,,27.0,19.7,"4,5",0.787,False,poly_bag,Corrosive-8,False,0.0,0.0,,,1139,1458,2071,3,False,4.5,2393.5499999999997,3041.35959339263,False,True,0.0,poly_bag
Food Jar,Anadolu,Flower Honey 850g,,10.5,11.4,"15,9",1.301,False,metal_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,1140,1373,3229,1,False,15.9,1903.23,1462.8977709454266,False,True,0.0,metal_box
Appliance,Philips,Kettle,,36.7,23.0,"11,2",2.634,False,plastic_box,Compressed_Gas-2,True,37.7,26.3,"20,09",air_cushion,1141,1399,3992,2,False,11.2,9453.92,3589.1875474563403,False,True,11104.912,plastic_box
Shoes,Nike,Revolution, Black 41,31.3,16.2,"13,0",1.018,False,poly_bag,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,1142,1007,4589,3,False,13.0,6591.78,6475.225933202357,False,True,0.0,poly_bag
Textile,SoftWear,Hoodie L, 42,25.3,22.4,"5,2",0.525,False,metal_box,Compressed_Gas-2,True,28.8,24.7,"16,5",air_cushion,1143,1387,2371,3,False,5.2,2946.9440000000004,5613.226666666667,False,True,3699.072,metal_box
Toy,ToyLand,Wooden Block Set 60 pcs,,26.3,17.2,"19,9",1.28,False,glass_jar,Flammable_Liquid-3,True,28.8,19.5,"13,05",air_cushion,1144,1359,2096,1,False,19.9,9001.964,7032.784375,False,True,11175.84,glass_jar
Phone,Samsung,Galaxy S22,,14.1,7.8,"5,4",0.469,True,metal_box,Corrosive-8,True,16.6,11.9,"8,55",corner_guard,1145,1387,2371,1,False,5.4,593.8919999999999,1266.2942430703624,True,True,1066.7160000000001,metal_box
Phone,Apple,iPhone 13,,14.8,8.8,"5,6",0.439,False,glass_jar,Aerosol-2,False,0.0,0.0,,,1146,1183,3355,1,False,5.6,729.344,1661.3758542141231,False,True,0.0,glass_jar
Shoes,Nike,InfinityRN, 43,29.2,22.8,"13,1",0.866,False,kraft_envelope,,False,0.0,0.0,,,1147,1280,3840,2,False,13.1,8721.456,10070.965357967667,False,False,0.0,kraft_envelope
Laptop,Dell,Inspiron 14, 512GB Blue,35.7,17.7,"4,0",1.453,False,glass_jar,Flammable_Liquid-3,False,0.0,0.0,,,1148,1194,3671,2,False,4.0,2527.56,1739.5457673778387,False,True,0.0,glass_jar
Laptop,Lenovo,Yoga Slim 7,,37.7,25.4,"3,0",1.483,False,cardboard_box,Corrosive-8,True,39.6,27.2,"20,66",air_cushion,1149,1351,2992,3,False,3.0,2872.7400000000002,1937.1139581928524,False,True,3231.3600000000006,cardboard_box
Laptop,Lenovo,Yoga Slim 7, 128GB Blue,36.4,21.1,"2,8",1.844,True,cardboard_box,Corrosive-8,True,38.6,24.9,"19,87",double_carton,1150,1194,3673,3,False,2.8,2150.512,1166.2212581344902,True,True,2691.192,cardboard_box
Phone,Samsung,Galaxy S23, 256GB Blue,17.4,11.7,"4,0",0.168,True,cardboard_box,Corrosive-8,True,20.6,12.7,"8,42",foam_protector,1151,1154,3895,1,False,4.0,814.3199999999999,4847.142857142857,True,True,1046.48,cardboard_box
Shoes,Nike,Revolution, Navy 43,31.9,22.7,"14,2",1.355,False,rigid_box,Aerosol-2,True,34.1,25.6,"18,52",stretch_film,1152,1092,4346,2,False,14.2,10282.645999999999,7588.668634686346,False,True,12396.032,rigid_box
Appliance,Philips,Kettle,,43.9,26.7,"6,9",1.515,False,plastic_box,Corrosive-8,True,46.0,30.3,"25,67",stretch_film,1153,1159,3057,3,False,6.9,8087.696999999999,5338.413861386139,False,True,9617.22,plastic_box
Phone,Apple,iPhone 14,,15.9,10.4,"7,3",0.279,False,poly_bag,,False,0.0,0.0,,,1154,1433,3509,1,False,7.3,1207.1280000000002,4326.623655913979,False,False,0.0,poly_bag
Phone,Apple,iPhone 15,,14.2,9.0,"3,4",0.581,False,kraft_envelope,Flammable_Liquid-3,True,17.3,13.0,"8,22",double_carton,1155,1060,4727,1,False,3.4,434.52,747.8829604130809,False,True,764.66,kraft_envelope
Book,Classic,The Metamorphosis,,23.2,15.1,"3,6",0.571,False,glass_jar,UN3481-Lithium_Ion_Battery,True,25.1,16.8,"10,89",double_carton,1156,1121,2046,2,False,3.6,1261.152,2208.672504378284,False,True,1518.0480000000002,glass_jar
Textile,SoftWear,Jeans 32x32,,26.4,23.7,"4,8",0.424,True,poly_bag,UN3481-Lithium_Ion_Battery,True,30.3,26.5,"18,59",bubble_wrap,1157,1050,2309,2,False,4.8,3003.2639999999997,7083.169811320754,True,True,3854.16,poly_bag
Shoes,Nike,Downshifter, 36,30.6,21.1,"14,0",1.261,True,rigid_box,Compressed_Gas-2,True,34.5,24.8,"19,44",double_carton,1158,1402,3312,3,False,14.0,9039.240000000002,7168.31086439334,True,True,11978.4,rigid_box
Textile,SoftWear,Hoodie L,,30.7,22.0,"6,0",0.548,True,kraft_envelope,Aerosol-2,True,33.9,24.5,"16,96",air_cushion,1159,1276,2181,3,False,6.0,4052.3999999999996,7394.890510948904,True,True,4983.299999999999,kraft_envelope
Book,Classic,Les Miserables,,21.2,18.8,"2,6",0.467,False,metal_box,Compressed_Gas-2,True,24.3,21.4,"13,01",bubble_wrap,1160,1004,2930,1,False,2.6,1036.256,2218.963597430407,False,True,1352.052,metal_box
Textile,SoftWear,Hoodie L, Navy 38,33.1,22.8,"7,6",0.456,False,kraft_envelope,Aerosol-2,False,0.0,0.0,,,1161,1465,4411,1,False,7.6,5735.568,12578.0,False,True,0.0,kraft_envelope
Phone,Samsung,Galaxy S24,,13.3,9.4,"5,9",0.698,True,plastic_box,Corrosive-8,True,17.3,12.0,"9,35",foam_protector,1162,1091,2419,1,False,5.9,737.618,1056.7593123209172,True,True,1224.8400000000001,plastic_box
Book,Classic,The Metamorphosis,,25.7,15.9,"2,3",0.568,False,poly_bag,Compressed_Gas-2,False,0.0,0.0,,,1163,1169,2254,3,False,2.3,939.8489999999999,1654.6637323943662,False,True,0.0,poly_bag
Phone,Apple,iPhone 14,,17.9,7.7,"7,1",0.444,True,kraft_envelope,Flammable_Liquid-3,True,20.9,11.2,"9,01",double_carton,1164,1316,3756,2,False,7.1,978.5929999999998,2204.0382882882877,True,True,1661.9679999999996,kraft_envelope
Laptop,Lenovo,Yoga Slim 7, 512GB Blue,32.5,23.3,"2,9",1.948,True,plastic_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,1165,1021,2211,3,False,2.9,2196.025,1127.3228952772074,True,True,0.0,plastic_box
Shoes,Nike,InfinityRN, White,34.9,22.5,"12,0",0.871,False,poly_bag,,False,0.0,0.0,,,1166,1404,4640,2,False,12.0,9423.0,10818.599311136624,False,False,0.0,poly_bag
Textile,SoftWear,Basic T-Shirt M, Navy 40,28.5,21.4,"6,5",0.433,False,plastic_box,UN3481-Lithium_Ion_Battery,True,32.2,25.5,"18,47",air_cushion,1167,1325,3421,3,False,6.5,3964.35,9155.54272517321,False,True,5337.150000000001,plastic_box
Home Decor,HomeArt,Metal Frame 20x30,,21.1,23.5,"18,1",1.233,False,glass_jar,Aerosol-2,False,0.0,0.0,,,1168,1000,4137,3,False,18.1,8974.885,7278.90105433901,False,True,0.0,glass_jar
Phone,Apple,iPhone 13,,14.0,10.5,"4,2",0.4,False,poly_bag,,False,0.0,0.0,,,1169,1132,4483,2,False,4.2,617.4,1543.4999999999998,False,False,0.0,poly_bag
Phone,Apple,iPhone 13,,18.8,7.8,"5,4",0.376,False,cardboard_box,Aerosol-2,False,0.0,0.0,,,1170,1232,3170,3,False,5.4,791.8560000000001,2106.0000000000005,False,True,0.0,cardboard_box
Appliance,Philips,Air Fryer XL,,29.9,24.1,"10,6",1.084,False,glass_jar,UN3481-Lithium_Ion_Battery,True,32.5,26.0,"17,17",stretch_film,1171,1011,4321,3,False,10.6,7638.254,7046.359778597785,False,True,8957.0,glass_jar
Phone,Samsung,Galaxy S23, 128GB Midnight,18.0,6.3,"3,9",0.631,True,plastic_box,Aerosol-2,True,19.8,8.7,"7,46",double_carton,1172,1345,2401,1,False,3.9,442.25999999999993,700.8874801901742,True,True,671.814,plastic_box
Book,Classic,Crime and Punishment,,25.2,15.2,"3,1",1.204,False,plastic_box,Corrosive-8,False,0.0,0.0,,,1173,1045,3776,2,False,3.1,1187.424,986.232558139535,False,True,0.0,plastic_box
Shoes,Adidas,Ultraboost, 38,25.7,22.7,"10,9",1.277,False,cardboard_box,,False,0.0,0.0,,,1174,1033,4677,2,False,10.9,6358.951,4979.601409553642,False,False,0.0,cardboard_box
Cosmetics,Lumine,Day Cream 50ml,,10.5,11.8,"6,1",0.362,False,metal_box,UN3481-Lithium_Ion_Battery,True,13.9,14.7,"8,13",foam_protector,1175,1432,4737,1,False,6.1,755.79,2087.817679558011,False,True,1246.4129999999998,metal_box
Cosmetics,Lumine,Day Cream 50ml,,10.9,9.2,"10,8",0.555,False,plastic_box,Aerosol-2,True,11.9,13.0,"7,7",stretch_film,1176,1077,4667,2,False,10.8,1083.0240000000001,1951.3945945945945,False,True,1670.7600000000002,plastic_box
Phone,Apple,iPhone 15, 256GB Graphite,16.3,9.5,"4,5",0.404,False,poly_bag,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,1177,1217,2555,1,False,4.5,696.8249999999999,1724.8143564356433,False,True,0.0,poly_bag
Book,Classic,Les Miserables,,28.3,18.4,"3,9",0.342,False,metal_box,Corrosive-8,True,30.9,22.1,"15,69",corner_guard,1178,1300,2704,2,False,3.9,2030.808,5938.035087719298,False,True,2663.2709999999997,metal_box
Food Jar,Anadolu,Flower Honey 850g,,10.9,10.6,"15,8",1.785,True,plastic_box,Corrosive-8,True,15.0,13.0,"7,57",stretch_film,1179,1410,3186,2,False,15.8,1825.5320000000002,1022.7070028011206,True,True,3081.0,plastic_box
Shoes,Nike,InfinityRN, White 41,28.7,20.7,"11,5",1.16,False,rigid_box,Compressed_Gas-2,False,0.0,0.0,,,1180,1072,4743,2,False,11.5,6832.034999999999,5889.685344827586,False,True,0.0,rigid_box
Laptop,Lenovo,Yoga Slim 7, 512GB Starlight,39.1,22.1,"3,7",1.429,False,plastic_box,Corrosive-8,False,0.0,0.0,,,1181,1281,4631,2,False,3.7,3197.207000000001,2237.3736878936325,False,True,0.0,plastic_box
Toy,ToyLand,Plush Bear 50cm,,30.2,20.4,"24,0",0.645,False,poly_bag,UN3481-Lithium_Ion_Battery,True,31.8,23.6,"16,84",corner_guard,1182,1248,4378,1,False,24.0,14785.919999999998,22923.906976744183,False,True,18011.52,poly_bag
Book,Classic,Crime and Punishment,,24.1,14.7,"1,6",0.595,False,rigid_box,Aerosol-2,True,26.6,16.6,"11,12",bubble_wrap,1183,1046,4072,1,False,1.6,566.832,952.6588235294118,False,True,706.4960000000001,rigid_box
Phone,Samsung,Galaxy S24, 128GB Graphite,13.3,11.0,"5,6",0.365,True,poly_bag,Compressed_Gas-2,True,17.1,12.0,"7,67",bubble_wrap,1184,1120,3160,2,False,5.6,819.28,2244.6027397260273,True,True,1149.1200000000001,poly_bag
Textile,SoftWear,Hoodie L, Red 38,31.6,21.2,"8,1",0.391,False,rigid_box,Flammable_Liquid-3,False,0.0,0.0,,,1185,1213,2901,3,False,8.1,5426.352,13878.138107416878,False,True,0.0,rigid_box
Textile,SoftWear,Polar Jacket L,,28.6,21.4,"7,9",0.217,False,cardboard_box,Flammable_Liquid-3,True,33.5,24.3,"16,71",corner_guard,1186,1238,4145,1,False,7.9,4835.116,22281.64055299539,False,True,6430.995000000001,cardboard_box
Toy,ToyLand,Wooden Block Set 60 pcs,,22.5,24.6,"15,2",0.583,False,plastic_box,Flammable_Liquid-3,True,26.5,25.6,"16,59",air_cushion,1187,1055,4747,2,False,15.2,8413.199999999999,14430.874785591766,False,True,10311.68,plastic_box
Textile,SoftWear,Basic T-Shirt M, Navy 41,25.3,24.0,"6,2",0.533,False,rigid_box,Flammable_Liquid-3,True,29.0,25.9,"15,77",double_carton,1188,1349,4061,1,False,6.2,3764.6400000000003,7063.114446529081,False,True,4656.82,rigid_box
Home Decor,HomeArt,Glass Vase Medium,,18.9,20.4,"22,3",1.285,False,rigid_box,Compressed_Gas-2,True,22.1,21.4,"11,95",double_carton,1189,1106,2027,3,False,22.3,8597.988,6691.041245136186,False,True,10546.562,rigid_box
Shoes,Nike,Air Zoom Pegasus, Grey 36,29.6,17.8,"12,5",1.254,False,cardboard_box,Compressed_Gas-2,False,0.0,0.0,,,1190,1318,4095,3,False,12.5,6586.0,5251.993620414673,False,True,0.0,cardboard_box
Toy,ToyLand,Remote Control Car,,24.5,22.3,"10,7",1.316,False,poly_bag,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,1191,1047,2850,3,False,10.7,5845.945,4442.20744680851,False,True,0.0,poly_bag
Cosmetics,Lumine,Day Cream 50ml,,12.9,14.0,"10,9",0.428,True,cardboard_box,Flammable_Liquid-3,True,16.4,16.6,"8,58",air_cushion,1192,1060,4730,2,False,10.9,1968.54,4599.392523364486,True,True,2967.416,cardboard_box
Food Jar,Anadolu,Pine Honey 1kg,,12.9,10.4,"18,4",1.009,True,glass_jar,Corrosive-8,True,15.4,13.0,"8,52",corner_guard,1193,1336,4331,2,False,18.4,2468.544,2446.5252725470764,True,True,3683.68,glass_jar
Food Jar,Anadolu,Tahini 500g,,11.0,10.3,"18,4",1.311,False,poly_bag,Flammable_Liquid-3,False,0.0,0.0,,,1194,1025,3927,3,False,18.4,2084.7200000000003,1590.1754385964914,False,True,0.0,poly_bag
Laptop,Lenovo,Yoga Slim 7, 128GB Blue,37.7,26.1,"3,4",1.839,True,cardboard_box,Compressed_Gas-2,True,40.3,27.1,"21,49",air_cushion,1195,1291,4530,1,False,3.4,3345.4980000000005,1819.1941272430672,True,True,3713.2419999999993,cardboard_box
Shoes,Adidas,Duramo, White 39,29.5,20.5,"13,5",1.204,False,rigid_box,Compressed_Gas-2,False,0.0,0.0,,,1196,1256,2927,1,False,13.5,8164.125,6780.834717607973,False,True,0.0,rigid_box
Appliance,Philips,Air Fryer XL,,38.0,23.0,"8,3",1.9,False,metal_box,Aerosol-2,True,41.2,25.9,"21,34",bubble_wrap,1197,1007,4589,3,False,8.3,7254.200000000001,3818.0000000000005,False,True,8856.764000000001,metal_box
Cosmetics,Lumine,Night Cream 50ml,,12.9,10.4,"11,8",0.29,False,rigid_box,Flammable_Liquid-3,False,0.0,0.0,,,1198,1112,3240,2,False,11.8,1583.088,5458.924137931035,False,True,0.0,rigid_box
Textile,SoftWear,Hoodie L, Red 41,25.7,23.8,"4,7",0.423,False,poly_bag,Flammable_Liquid-3,True,28.0,27.1,"16,98",corner_guard,1199,1354,3931,1,False,4.7,2874.802,6796.222222222223,False,True,3566.3600000000006,poly_bag
Phone,Samsung,Galaxy A34, 512GB Blue,16.6,10.0,"4,0",0.427,False,cardboard_box,Aerosol-2,True,21.6,13.1,"9,58",air_cushion,1200,1252,2214,1,False,4.0,664.0,1555.0351288056206,False,True,1131.8400000000001,cardboard_box
Cosmetics,Lumine,Hyaluronic Acid Serum 30ml,,10.2,10.5,"13,0",0.458,False,poly_bag,Flammable_Liquid-3,False,0.0,0.0,,,1201,1179,3230,1,False,13.0,1392.3,3039.956331877729,False,True,0.0,poly_bag
Cosmetics,Lumine,Hyaluronic Acid Serum 30ml,,12.6,11.3,"9,7",0.301,False,metal_box,Flammable_Liquid-3,False,0.0,0.0,,,1202,1206,2971,2,False,9.7,1381.0859999999998,4588.325581395348,False,True,0.0,metal_box
Textile,SoftWear,Jeans 32x32, White 42,23.0,18.1,"8,8",0.533,False,metal_box,Flammable_Liquid-3,False,0.0,0.0,,,1203,1302,4563,3,False,8.8,3663.4400000000005,6873.245778611633,False,True,0.0,metal_box
Book,Classic,Madonna in a Fur Coat,,27.3,16.9,"3,7",0.518,False,rigid_box,Compressed_Gas-2,False,0.0,0.0,,,1204,1126,3891,2,False,3.7,1707.069,3295.5,False,True,0.0,rigid_box
Shoes,Nike,InfinityRN, Navy 43,27.3,23.0,"10,8",0.891,False,plastic_box,Flammable_Liquid-3,True,32.8,25.7,"17,85",corner_guard,1205,1055,4748,1,False,10.8,6781.320000000001,7610.909090909092,False,True,9103.967999999999,plastic_box
Phone,Samsung,Galaxy A34,,20.5,8.9,"4,8",0.291,False,metal_box,Flammable_Liquid-3,False,0.0,0.0,,,1206,1213,2905,3,False,4.8,875.7600000000001,3009.4845360824747,False,True,0.0,metal_box
Book,Classic,Crime and Punishment,,23.8,15.8,"2,9",0.973,False,metal_box,Aerosol-2,False,0.0,0.0,,,1207,1013,2387,2,False,2.9,1090.516,1120.7769784172663,False,True,0.0,metal_box
Toy,ToyLand,Plush Bear 50cm,,28.9,14.8,"21,3",1.183,False,poly_bag,UN3481-Lithium_Ion_Battery,True,30.7,18.1,"15,19",corner_guard,1208,1473,3899,3,False,21.3,9110.436000000002,7701.129332206257,False,True,11835.771000000002,poly_bag
Book,Classic,Crime and Punishment,,29.1,14.8,"2,6",0.3,False,rigid_box,Corrosive-8,False,0.0,0.0,,,1209,1027,2818,1,False,2.6,1119.7680000000003,3732.560000000001,False,True,0.0,rigid_box
Textile,SoftWear,Jeans 32x32, Grey,32.4,20.8,"4,3",0.623,False,plastic_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,1210,1470,3814,2,False,4.3,2897.8559999999998,4651.454253611557,False,True,0.0,plastic_box
Appliance,Philips,Air Fryer XL,,34.9,23.5,"7,0",2.445,False,cardboard_box,,True,38.5,27.0,"20,09",bubble_wrap,1211,1077,4666,3,False,7.0,5741.05,2348.077709611452,False,True,7276.5,cardboard_box
Toy,ToyLand,Plush Bear 50cm,,14.7,13.1,"14,3",1.081,False,glass_jar,Flammable_Liquid-3,False,0.0,0.0,,,1212,1215,2870,2,False,14.3,2753.751,2547.4107308048106,False,True,0.0,glass_jar
Book,Classic,Crime and Punishment,,23.6,16.7,"1,8",0.43,False,cardboard_box,Compressed_Gas-2,False,0.0,0.0,,,1213,1385,2160,1,False,1.8,709.416,1649.8046511627908,False,True,0.0,cardboard_box
Food Jar,Anadolu,Flower Honey 850g,,10.7,12.0,"22,0",1.608,True,metal_box,Compressed_Gas-2,True,12.6,15.2,"7,53",double_carton,1214,1364,3720,3,False,22.0,2824.7999999999993,1756.7164179104473,True,True,4213.44,metal_box
Textile,SoftWear,Polar Jacket L, Red,28.0,21.0,"6,5",0.269,False,metal_box,UN3481-Lithium_Ion_Battery,True,30.6,22.8,"16,05",corner_guard,1215,1153,4200,1,False,6.5,3822.0,14208.17843866171,False,True,4534.92,metal_box
Shoes,Adidas,Grand Court, Red 43,33.6,19.8,"11,9",1.324,False,plastic_box,UN3481-Lithium_Ion_Battery,True,37.6,23.6,"17,81",air_cushion,1216,1013,2384,3,False,11.9,7916.832000000001,5979.480362537765,False,True,10559.584000000003,plastic_box
Book,Classic,Madonna in a Fur Coat,,28.2,15.6,"2,7",0.202,True,poly_bag,Corrosive-8,True,31.1,18.0,"13,03",bubble_wrap,1217,1186,3064,1,False,2.7,1187.7839999999999,5880.118811881187,True,True,1511.4600000000003,poly_bag
Phone,Apple,iPhone 13, 512GB Blue,15.7,8.2,"5,8",0.55,False,glass_jar,Aerosol-2,True,20.6,9.4,"7,4",double_carton,1218,1311,4555,1,False,5.8,746.6919999999999,1357.6218181818178,False,True,1123.112,glass_jar
Laptop,Lenovo,ThinkBook 14,,30.9,27.2,"3,2",1.623,True,kraft_envelope,Corrosive-8,True,33.9,30.5,"20,61",foam_protector,1219,1370,3682,2,False,3.2,2689.536,1657.1386321626617,True,True,3308.6400000000003,kraft_envelope
Shoes,Adidas,Runfalcon, Navy 42,31.2,20.4,"12,4",1.087,False,kraft_envelope,Compressed_Gas-2,False,0.0,0.0,,,1220,1006,4514,1,False,12.4,7892.351999999999,7260.673413063477,False,True,0.0,kraft_envelope
Phone,Apple,iPhone 15 Plus,,15.8,9.5,"4,3",0.246,False,metal_box,Aerosol-2,False,0.0,0.0,,,1221,1002,4755,2,False,4.3,645.43,2623.6991869918697,False,True,0.0,metal_box
Book,Classic,Madonna in a Fur Coat,,32.6,16.9,"2,5",0.501,False,rigid_box,UN3481-Lithium_Ion_Battery,True,33.6,21.9,"15,82",corner_guard,1222,1110,4721,1,False,2.5,1377.35,2749.201596806387,False,True,1839.6000000000001,rigid_box
Textile,SoftWear,Polar Jacket L, Grey,28.7,21.4,"7,2",0.533,False,kraft_envelope,Corrosive-8,False,0.0,0.0,,,1223,1406,2856,1,False,7.2,4422.096,8296.615384615383,False,True,0.0,kraft_envelope
Appliance,Philips,Handheld Vacuum,,32.8,30.3,"9,0",2.641,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,1224,1237,3701,1,False,9.0,8944.56,3386.8080272624,False,True,0.0,cardboard_box
Appliance,Philips,Air Fryer XL,,30.4,27.7,"7,5",2.094,True,cardboard_box,UN3481-Lithium_Ion_Battery,True,34.6,31.1,"21,59",stretch_film,1225,1362,4760,3,False,7.5,6315.599999999999,3016.0458452722064,True,True,8070.450000000002,cardboard_box
Toy,ToyLand,Remote Control Car,,35.9,15.7,"20,1",0.809,True,metal_box,Flammable_Liquid-3,False,0.0,0.0,,,1226,1238,4144,2,False,20.1,11328.963000000002,14003.662546353524,True,True,0.0,metal_box
Textile,SoftWear,Jeans 32x32, Black,29.2,18.4,"6,4",0.617,False,metal_box,Flammable_Liquid-3,False,0.0,0.0,,,1227,1492,2681,3,False,6.4,3438.592,5573.08265802269,False,True,0.0,metal_box
Food Jar,Anadolu,Pine Honey 1kg,,10.9,11.3,"16,0",1.087,True,cardboard_box,Flammable_Liquid-3,True,15.0,14.1,"7,67",stretch_film,1228,1273,2364,2,False,16.0,1970.7200000000003,1812.9898804047841,True,True,3384.0,cardboard_box
Appliance,Philips,Handheld Vacuum,,37.2,22.8,"8,9",1.906,False,kraft_envelope,Flammable_Liquid-3,True,40.7,27.7,"21,41",foam_protector,1229,1293,2150,1,False,8.9,7548.624000000001,3960.453305351522,False,True,10033.771,kraft_envelope
Textile,SoftWear,Hoodie L,,29.2,22.7,"5,7",0.48,False,kraft_envelope,Flammable_Liquid-3,False,0.0,0.0,,,1230,1226,2915,3,False,5.7,3778.1879999999996,7871.224999999999,False,True,0.0,kraft_envelope
Book,Classic,Les Miserables,,22.0,19.7,"3,3",0.423,False,plastic_box,Aerosol-2,False,0.0,0.0,,,1231,1370,3684,2,False,3.3,1430.2199999999998,3381.134751773049,False,True,0.0,plastic_box
Appliance,Philips,Air Fryer XL,,33.7,23.9,"8,4",1.957,True,poly_bag,Compressed_Gas-2,False,0.0,0.0,,,1232,1014,2702,1,False,8.4,6765.612000000001,3457.1343893714875,True,True,0.0,poly_bag
Shoes,Adidas,Ultraboost,,33.2,23.3,"13,4",1.514,False,poly_bag,Flammable_Liquid-3,True,36.7,28.9,"22,7",stretch_film,1233,1191,2168,2,False,13.4,10365.704000000002,6846.568031704096,False,True,14212.442000000003,poly_bag
Appliance,Philips,Handheld Vacuum,,36.8,18.3,"9,4",1.587,False,rigid_box,Compressed_Gas-2,True,38.8,21.0,"17,55",stretch_film,1234,1472,3139,2,False,9.4,6330.335999999999,3988.869565217391,False,True,7659.12,rigid_box
Book,Classic,Madonna in a Fur Coat,,24.1,17.0,"3,1",0.714,False,rigid_box,Compressed_Gas-2,False,0.0,0.0,,,1235,1118,4626,1,False,3.1,1270.0700000000002,1778.809523809524,False,True,0.0,rigid_box
Laptop,Dell,Vostro 15,,39.4,24.2,"3,2",1.947,True,rigid_box,,True,43.4,25.4,"22,31",corner_guard,1236,1484,2339,3,False,3.2,3051.136,1567.09604519774,True,True,3527.5519999999997,rigid_box
Phone,Samsung,Galaxy S24,,16.6,6.5,"5,7",0.539,False,poly_bag,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,1237,1027,2818,1,False,5.7,615.0300000000001,1141.057513914657,False,True,0.0,poly_bag
Book,Classic,Madonna in a Fur Coat,,20.3,15.2,"2,8",0.373,True,cardboard_box,Flammable_Liquid-3,True,23.3,18.7,"12,36",corner_guard,1238,1201,2574,3,False,2.8,863.968,2316.268096514745,True,True,1219.9879999999998,cardboard_box
Textile,SoftWear,Polar Jacket L, Grey,21.0,26.4,"5,7",0.602,False,glass_jar,Corrosive-8,True,24.9,30.6,"15,93",stretch_film,1239,1038,3503,2,False,5.7,3160.08,5249.302325581395,False,True,4343.058,glass_jar
Toy,ToyLand,Remote Control Car,,26.4,17.6,"11,8",0.745,False,glass_jar,Aerosol-2,False,0.0,0.0,,,1240,1440,3101,2,False,11.8,5482.752,7359.398657718121,False,True,0.0,glass_jar
Laptop,Lenovo,ThinkBook 14, 128GB Silver,35.7,24.9,"2,3",1.908,False,cardboard_box,Aerosol-2,False,0.0,0.0,,,1241,1272,3904,2,False,2.3,2044.539,1071.561320754717,False,True,0.0,cardboard_box
