sku,width_mm,length_mm,height_mm,weight_g,fragile,packaging_type,hazmat_class,extra_pack,extra_pack_width_mm,extra_pack_length_mm,extra_pack_price_try,extra_pack_type
SKU-002993,224.0,168.0,42.0,763.0,False,cardboard_box,Corrosive-8,False,,,,
SKU-002994,212.0,226.0,49.0,465.0,False,cardboard_box,,False,,,,
SKU-002995,123.0,122.0,153.0,1121.0,True,kavanoz,Compressed_Gas-2,True,150.0,153.0,8.56,corner_guard
SKU-002996,248.0,134.0,204.0,1161.0,False,poşet,Corrosive-8,False,,,,
SKU-002997,381.0,221.0,123.0,2004.0,False,zarf,UN3481-Lithium_Ion_Battery,True,394.0,257.0,21.02,air_cushion
SKU-002998,101.0,115.0,171.0,1333.0,True,plastic_box,Compressed_Gas-2,True,126.0,163.0,7.96,bubble_wrap
SKU-002999,239.0,263.0,32.0,586.0,False,metal_box,Aerosol-2,False,,,,
SKU-003000,251.0,197.0,61.0,576.0,False,zarf,Aerosol-2,True,272.0,214.0,14.56,corner_guard
SKU-003001,280.0,249.0,225.0,1485.0,False,poşet,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003002,176.0,147.0,21.0,718.0,False,metal_box,UN3481-Lithium_Ion_Battery,True,192.0,183.0,11.29,double_carton
SKU-003003,310.0,174.0,135.0,1064.0,False,cardboard_box,Flammable_Liquid-3,False,,,,
SKU-003004,398.0,201.0,71.0,1627.0,True,metal_box,Corrosive-8,True,422.0,218.0,18.3,corner_guard
SKU-003005,321.0,235.0,34.0,1276.0,False,kutu,UN3481-Lithium_Ion_Battery,True,348.0,257.0,18.47,stretch_film
SKU-003006,143.0,113.0,74.0,463.0,False,poşet,Corrosive-8,False,,,,
SKU-003007,209.0,155.0,36.0,517.0,False,poşet,Compressed_Gas-2,True,232.0,194.0,12.57,foam_protector
SKU-003008,332.0,253.0,125.0,1247.0,False,zarf,Compressed_Gas-2,True,383.0,299.0,21.81,air_cushion
SKU-003009,414.0,264.0,33.0,1499.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003010,281.0,249.0,74.0,519.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003011,172.0,61.0,43.0,536.0,False,plastic_box,Flammable_Liquid-3,True,189.0,96.0,8.07,foam_protector
SKU-003012,192.0,196.0,23.0,920.0,False,plastic_box,Flammable_Liquid-3,True,233.0,218.0,12.74,foam_protector
SKU-003013,189.0,196.0,201.0,1323.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-003014,384.0,236.0,83.0,2744.0,False,kutu,Corrosive-8,False,,,,
SKU-003015,332.0,281.0,31.0,1448.0,False,cardboard_box,Corrosive-8,False,,,,
SKU-003016,134.0,145.0,89.0,431.0,False,plastic_box,Flammable_Liquid-3,False,,,,
SKU-003017,167.0,86.0,51.0,417.0,False,kavanoz,Aerosol-2,True,205.0,113.0,7.97,stretch_film
SKU-003018,318.0,255.0,47.0,237.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-003019,236.0,256.0,283.0,1405.0,False,poşet,UN3481-Lithium_Ion_Battery,True,273.0,280.0,16.35,air_cushion
SKU-003020,306.0,221.0,110.0,915.0,False,poşet,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003021,366.0,286.0,126.0,2761.0,False,poşet,Corrosive-8,False,,,,
SKU-003022,118.0,114.0,186.0,1229.0,True,zarf,Flammable_Liquid-3,True,150.0,128.0,7.38,stretch_film
SKU-003023,162.0,67.0,59.0,565.0,False,zarf,Aerosol-2,False,,,,
SKU-003024,128.0,111.0,101.0,343.0,False,metal_box,Flammable_Liquid-3,False,,,,
SKU-003025,298.0,182.0,172.0,1133.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003026,271.0,256.0,74.0,287.0,False,plastic_box,Aerosol-2,False,,,,
SKU-003027,262.0,195.0,30.0,157.0,False,kavanoz,Corrosive-8,False,,,,
SKU-003028,284.0,182.0,43.0,108.0,False,metal_box,Corrosive-8,False,,,,
SKU-003029,358.0,194.0,162.0,468.0,True,kutu,Compressed_Gas-2,False,,,,
SKU-003030,322.0,244.0,122.0,661.0,False,kavanoz,UN3481-Lithium_Ion_Battery,True,348.0,278.0,19.09,air_cushion
SKU-003031,149.0,84.0,74.0,601.0,False,kutu,Aerosol-2,True,170.0,106.0,7.2,air_cushion
SKU-003032,289.0,187.0,94.0,1411.0,False,metal_box,Flammable_Liquid-3,True,316.0,221.0,15.73,stretch_film
SKU-003033,285.0,196.0,114.0,937.0,False,metal_box,Aerosol-2,True,314.0,218.0,15.12,stretch_film
SKU-003034,381.0,175.0,205.0,1366.0,True,metal_box,Flammable_Liquid-3,False,,,,
SKU-003035,306.0,252.0,45.0,1858.0,True,zarf,,False,,,,
SKU-003036,224.0,205.0,32.0,678.0,False,zarf,,False,,,,
SKU-003037,112.0,116.0,176.0,1065.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-003038,318.0,168.0,109.0,977.0,False,kutu,Aerosol-2,False,,,,
SKU-003039,283.0,225.0,75.0,432.0,False,plastic_box,Flammable_Liquid-3,True,308.0,262.0,16.71,bubble_wrap
SKU-003040,157.0,90.0,58.0,486.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-003041,152.0,80.0,62.0,569.0,True,plastic_box,Compressed_Gas-2,True,166.0,117.0,7.41,stretch_film
SKU-003042,302.0,235.0,56.0,632.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-003043,312.0,176.0,67.0,602.0,False,zarf,,False,,,,
SKU-003044,202.0,175.0,38.0,736.0,False,zarf,Flammable_Liquid-3,True,239.0,205.0,11.85,corner_guard
SKU-003045,344.0,194.0,31.0,1463.0,False,kavanoz,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003046,316.0,196.0,122.0,1121.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-003047,207.0,214.0,40.0,372.0,False,kavanoz,Aerosol-2,False,,,,
SKU-003048,104.0,121.0,153.0,1813.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-003049,134.0,78.0,52.0,284.0,False,metal_box,Compressed_Gas-2,True,158.0,103.0,7.24,stretch_film
SKU-003050,325.0,216.0,54.0,441.0,True,plastic_box,Aerosol-2,True,373.0,250.0,19.35,double_carton
SKU-003051,112.0,112.0,83.0,427.0,False,cardboard_box,,False,,,,
SKU-003052,337.0,211.0,114.0,1443.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003053,313.0,172.0,110.0,1592.0,False,plastic_box,Flammable_Liquid-3,True,351.0,188.0,14.88,air_cushion
SKU-003054,221.0,136.0,24.0,270.0,False,plastic_box,Flammable_Liquid-3,True,252.0,170.0,11.51,stretch_film
SKU-003055,158.0,92.0,42.0,504.0,True,zarf,Aerosol-2,False,,,,
SKU-003056,348.0,172.0,45.0,429.0,False,kutu,UN3481-Lithium_Ion_Battery,True,384.0,189.0,15.61,double_carton
SKU-003057,91.0,92.0,111.0,211.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-003058,266.0,150.0,24.0,650.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-003059,282.0,143.0,40.0,417.0,False,cardboard_box,Aerosol-2,True,298.0,155.0,11.43,foam_protector
SKU-003060,275.0,196.0,145.0,400.0,True,zarf,Corrosive-8,True,317.0,225.0,15.87,corner_guard
SKU-003061,311.0,308.0,186.0,1405.0,False,kavanoz,Compressed_Gas-2,True,341.0,328.0,21.28,stretch_film
SKU-003062,389.0,260.0,81.0,1798.0,False,poşet,Aerosol-2,False,,,,
SKU-003063,287.0,211.0,113.0,1198.0,False,cardboard_box,Flammable_Liquid-3,False,,,,
SKU-003064,227.0,275.0,261.0,1363.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-003065,273.0,147.0,21.0,836.0,True,kavanoz,Aerosol-2,True,318.0,172.0,12.7,corner_guard
SKU-003066,148.0,92.0,48.0,462.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-003067,106.0,127.0,201.0,1281.0,True,zarf,UN3481-Lithium_Ion_Battery,True,141.0,162.0,9.54,corner_guard
SKU-003068,330.0,303.0,77.0,1707.0,False,metal_box,Flammable_Liquid-3,True,360.0,332.0,23.91,double_carton
SKU-003069,276.0,213.0,119.0,802.0,False,poşet,Flammable_Liquid-3,True,306.0,249.0,16.5,corner_guard
SKU-003070,100.0,102.0,109.0,461.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-003071,173.0,89.0,45.0,514.0,True,plastic_box,Flammable_Liquid-3,False,,,,
SKU-003072,126.0,130.0,88.0,183.0,True,cardboard_box,Compressed_Gas-2,True,154.0,161.0,8.22,stretch_film
SKU-003073,330.0,239.0,29.0,1582.0,False,poşet,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003074,217.0,209.0,77.0,578.0,False,cardboard_box,Compressed_Gas-2,True,248.0,252.0,13.87,double_carton
SKU-003075,294.0,222.0,127.0,994.0,False,poşet,Compressed_Gas-2,True,346.0,268.0,18.41,foam_protector
SKU-003076,116.0,112.0,163.0,1312.0,True,plastic_box,Flammable_Liquid-3,True,142.0,122.0,7.97,double_carton
SKU-003077,325.0,255.0,18.0,1750.0,False,kutu,Aerosol-2,True,370.0,280.0,22.54,bubble_wrap
SKU-003078,301.0,213.0,73.0,550.0,False,poşet,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003079,271.0,193.0,150.0,1016.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-003080,252.0,227.0,68.0,628.0,False,zarf,Aerosol-2,True,284.0,260.0,17.0,bubble_wrap
SKU-003081,398.0,239.0,115.0,2605.0,False,cardboard_box,Flammable_Liquid-3,False,,,,
SKU-003082,362.0,262.0,27.0,1677.0,True,kavanoz,,True,387.0,301.0,22.35,stretch_film
SKU-003083,181.0,209.0,188.0,50.0,True,metal_box,Corrosive-8,True,206.0,225.0,11.45,corner_guard
SKU-003084,274.0,223.0,100.0,405.0,False,plastic_box,Corrosive-8,True,305.0,268.0,17.79,stretch_film
SKU-003085,108.0,98.0,102.0,261.0,False,cardboard_box,Corrosive-8,True,144.0,144.0,7.61,air_cushion
SKU-003086,345.0,207.0,117.0,773.0,False,kavanoz,Corrosive-8,True,396.0,239.0,20.71,bubble_wrap
SKU-003087,403.0,195.0,15.0,1835.0,False,metal_box,Aerosol-2,False,,,,
SKU-003088,87.0,108.0,74.0,294.0,False,poşet,UN3481-Lithium_Ion_Battery,True,108.0,124.0,6.87,corner_guard
SKU-003089,255.0,239.0,141.0,668.0,False,kavanoz,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003090,89.0,117.0,183.0,1640.0,True,metal_box,Corrosive-8,True,121.0,134.0,8.12,foam_protector
SKU-003091,118.0,146.0,104.0,295.0,True,kavanoz,Corrosive-8,True,128.0,178.0,8.66,corner_guard
SKU-003092,312.0,189.0,79.0,480.0,False,poşet,Flammable_Liquid-3,True,348.0,218.0,16.29,air_cushion
SKU-003093,127.0,149.0,99.0,390.0,False,kutu,,False,,,,
SKU-003094,107.0,126.0,177.0,915.0,True,plastic_box,UN3481-Lithium_Ion_Battery,True,141.0,152.0,7.81,air_cushion
SKU-003095,323.0,168.0,126.0,851.0,False,poşet,Corrosive-8,True,348.0,191.0,15.59,foam_protector
SKU-003096,240.0,218.0,69.0,377.0,False,zarf,Corrosive-8,False,,,,
SKU-003097,312.0,184.0,283.0,1092.0,True,kutu,Compressed_Gas-2,True,351.0,209.0,15.5,air_cushion
SKU-003098,364.0,253.0,79.0,1349.0,False,metal_box,Aerosol-2,False,,,,
SKU-003099,291.0,189.0,177.0,614.0,False,plastic_box,Aerosol-2,False,,,,
SKU-003100,283.0,190.0,85.0,230.0,False,kutu,Aerosol-2,True,317.0,230.0,16.09,bubble_wrap
SKU-003101,324.0,244.0,166.0,841.0,False,zarf,Aerosol-2,True,351.0,266.0,18.54,foam_protector
SKU-003102,339.0,221.0,33.0,1763.0,True,poşet,Compressed_Gas-2,True,372.0,246.0,19.54,foam_protector
SKU-003103,205.0,157.0,43.0,682.0,False,plastic_box,Flammable_Liquid-3,True,242.0,196.0,12.13,corner_guard
SKU-003104,153.0,90.0,30.0,624.0,False,poşet,UN3481-Lithium_Ion_Battery,True,181.0,128.0,10.19,corner_guard
SKU-003105,325.0,295.0,226.0,1099.0,False,plastic_box,Flammable_Liquid-3,True,352.0,321.0,22.21,stretch_film
SKU-003106,110.0,104.0,112.0,318.0,True,kavanoz,Aerosol-2,True,133.0,145.0,7.39,foam_protector
SKU-003107,291.0,173.0,144.0,1090.0,False,kutu,Aerosol-2,True,337.0,215.0,15.55,bubble_wrap
SKU-003108,120.0,114.0,174.0,1863.0,True,metal_box,Compressed_Gas-2,True,149.0,144.0,7.72,double_carton
SKU-003109,361.0,313.0,45.0,1494.0,True,zarf,Aerosol-2,False,,,,
SKU-003110,157.0,94.0,52.0,663.0,False,metal_box,Compressed_Gas-2,True,200.0,111.0,7.83,air_cushion
SKU-003111,109.0,107.0,175.0,1405.0,True,poşet,Corrosive-8,True,155.0,139.0,7.87,bubble_wrap
SKU-003112,376.0,213.0,40.0,1798.0,False,zarf,UN3481-Lithium_Ion_Battery,True,401.0,248.0,19.42,bubble_wrap
SKU-003113,374.0,269.0,88.0,2244.0,False,zarf,Flammable_Liquid-3,True,409.0,284.0,22.37,foam_protector
SKU-003114,105.0,132.0,100.0,548.0,True,kavanoz,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003115,419.0,318.0,101.0,2691.0,True,plastic_box,Flammable_Liquid-3,True,463.0,353.0,30.16,stretch_film
SKU-003116,220.0,177.0,143.0,836.0,False,poşet,UN3481-Lithium_Ion_Battery,True,257.0,194.0,13.8,stretch_film
SKU-003117,155.0,77.0,38.0,712.0,False,poşet,Compressed_Gas-2,True,173.0,108.0,8.8,air_cushion
SKU-003118,289.0,168.0,114.0,1121.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003119,238.0,168.0,26.0,494.0,False,zarf,Flammable_Liquid-3,False,,,,
SKU-003120,249.0,168.0,21.0,457.0,False,poşet,Compressed_Gas-2,True,269.0,187.0,12.05,bubble_wrap
SKU-003121,150.0,144.0,86.0,397.0,False,metal_box,Aerosol-2,True,187.0,178.0,10.07,corner_guard
SKU-003122,94.0,114.0,88.0,216.0,False,metal_box,Flammable_Liquid-3,False,,,,
SKU-003123,334.0,213.0,40.0,342.0,False,kutu,Flammable_Liquid-3,False,,,,
SKU-003124,318.0,263.0,93.0,543.0,False,zarf,,False,,,,
SKU-003125,235.0,305.0,184.0,760.0,False,kavanoz,Corrosive-8,True,272.0,337.0,18.54,air_cushion
SKU-003126,235.0,219.0,194.0,732.0,False,kutu,Flammable_Liquid-3,False,,,,
SKU-003127,271.0,144.0,21.0,494.0,False,kutu,Compressed_Gas-2,True,311.0,181.0,13.24,corner_guard
SKU-003128,155.0,101.0,57.0,249.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-003129,266.0,211.0,64.0,461.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003130,125.0,121.0,104.0,290.0,False,kutu,Flammable_Liquid-3,True,159.0,161.0,8.34,foam_protector
SKU-003131,293.0,246.0,36.0,1745.0,False,plastic_box,Compressed_Gas-2,True,319.0,277.0,17.76,foam_protector
SKU-003132,217.0,132.0,26.0,631.0,False,kavanoz,Corrosive-8,False,,,,
SKU-003133,332.0,253.0,32.0,1784.0,False,metal_box,Corrosive-8,True,352.0,292.0,20.74,foam_protector
SKU-003134,183.0,78.0,36.0,288.0,True,zarf,UN3481-Lithium_Ion_Battery,True,198.0,101.0,8.95,foam_protector
SKU-003135,248.0,183.0,37.0,828.0,False,kutu,,False,,,,
SKU-003136,293.0,218.0,130.0,1302.0,True,kutu,Compressed_Gas-2,True,326.0,229.0,15.7,stretch_film
SKU-003137,141.0,205.0,225.0,1439.0,False,kutu,Compressed_Gas-2,False,,,,
SKU-003138,264.0,182.0,179.0,945.0,True,metal_box,Aerosol-2,True,300.0,211.0,14.41,stretch_film
SKU-003139,318.0,256.0,183.0,420.0,False,kutu,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003140,319.0,215.0,60.0,451.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-003141,132.0,115.0,154.0,1285.0,False,zarf,Aerosol-2,True,149.0,144.0,7.93,corner_guard
SKU-003142,256.0,154.0,32.0,535.0,False,metal_box,Compressed_Gas-2,True,284.0,186.0,12.42,bubble_wrap
SKU-003143,117.0,107.0,81.0,393.0,True,cardboard_box,Aerosol-2,True,158.0,124.0,7.44,bubble_wrap
SKU-003144,159.0,135.0,107.0,475.0,False,kutu,,False,,,,
SKU-003145,364.0,206.0,32.0,1289.0,True,metal_box,Flammable_Liquid-3,True,394.0,230.0,18.09,air_cushion
SKU-003146,282.0,184.0,144.0,1171.0,False,plastic_box,Corrosive-8,False,,,,
SKU-003147,313.0,200.0,113.0,970.0,False,kutu,Flammable_Liquid-3,False,,,,
SKU-003148,277.0,207.0,218.0,636.0,False,metal_box,Aerosol-2,False,,,,
SKU-003149,227.0,297.0,168.0,815.0,False,kutu,Compressed_Gas-2,False,,,,
SKU-003150,141.0,154.0,111.0,266.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-003151,204.0,124.0,181.0,1693.0,False,zarf,UN3481-Lithium_Ion_Battery,True,240.0,148.0,10.46,foam_protector
SKU-003152,316.0,182.0,25.0,1010.9999999999999,False,poşet,Flammable_Liquid-3,True,345.0,206.0,15.36,bubble_wrap
SKU-003153,283.0,200.0,29.0,567.0,False,zarf,Corrosive-8,True,305.0,231.0,15.07,bubble_wrap
SKU-003154,323.0,204.0,146.0,960.0,False,poşet,Corrosive-8,False,,,,
SKU-003155,270.0,179.0,16.0,332.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-003156,122.0,112.0,157.0,1495.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-003157,310.0,211.0,81.0,436.0,False,kutu,Aerosol-2,True,338.0,243.0,17.07,foam_protector
SKU-003158,300.0,204.0,123.0,949.0,False,poşet,Aerosol-2,False,,,,
SKU-003159,302.0,187.0,112.0,1044.0,False,plastic_box,Aerosol-2,False,,,,
SKU-003160,375.0,274.0,98.0,2021.0,False,zarf,Corrosive-8,True,400.0,286.0,21.66,bubble_wrap
SKU-003161,218.0,167.0,194.0,745.0,False,plastic_box,,True,275.0,203.0,13.16,corner_guard
SKU-003162,264.0,224.0,91.0,2598.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-003163,307.0,256.0,176.0,929.0,False,kavanoz,Compressed_Gas-2,True,346.0,280.0,19.03,foam_protector
SKU-003164,328.0,198.0,117.0,1062.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-003165,151.0,107.0,63.0,276.0,False,kavanoz,Corrosive-8,True,167.0,131.0,9.17,stretch_film
SKU-003166,113.0,116.0,185.0,573.0,True,metal_box,Aerosol-2,False,,,,
SKU-003167,336.0,216.0,262.0,1790.0,False,metal_box,Corrosive-8,False,,,,
SKU-003168,327.0,242.0,113.0,1016.9999999999999,False,poşet,Aerosol-2,False,,,,
SKU-003169,402.0,215.0,96.0,2304.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003170,108.0,123.0,87.0,633.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-003171,353.0,280.0,25.0,1846.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-003172,309.0,189.0,139.0,1329.0,False,cardboard_box,Corrosive-8,True,352.0,225.0,18.04,corner_guard
SKU-003173,343.0,125.0,170.0,939.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-003174,352.0,213.0,12.0,1012.0,False,kutu,,False,,,,
SKU-003175,319.0,214.0,45.0,1630.0,True,poşet,Flammable_Liquid-3,True,344.0,256.0,19.66,double_carton
SKU-003176,286.0,178.0,51.0,539.0,True,kutu,Compressed_Gas-2,True,318.0,202.0,15.82,foam_protector
SKU-003177,110.0,108.0,172.0,1698.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003178,165.0,90.0,48.0,599.0,True,plastic_box,Aerosol-2,True,210.0,109.0,7.93,stretch_film
SKU-003179,109.0,112.0,70.0,457.0,False,metal_box,,False,,,,
SKU-003180,149.0,91.0,49.0,272.0,True,plastic_box,Corrosive-8,True,182.0,120.0,8.36,bubble_wrap
SKU-003181,123.0,103.0,67.0,236.0,False,metal_box,Corrosive-8,True,147.0,120.0,8.46,stretch_film
SKU-003182,352.0,225.0,29.0,970.0,True,kavanoz,Compressed_Gas-2,True,386.0,248.0,18.86,stretch_film
SKU-003183,115.0,119.0,165.0,1242.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003184,149.0,122.0,95.0,283.0,False,poşet,Flammable_Liquid-3,True,163.0,134.0,8.38,double_carton
SKU-003185,162.0,123.0,248.0,492.0,False,plastic_box,Aerosol-2,False,,,,
SKU-003186,207.0,175.0,200.0,1665.0,False,kutu,Corrosive-8,True,236.0,224.0,12.43,foam_protector
SKU-003187,268.0,173.0,39.0,702.0,True,poşet,Compressed_Gas-2,True,288.0,194.0,12.88,stretch_film
SKU-003188,143.0,91.0,42.0,598.0,True,plastic_box,Corrosive-8,False,,,,
SKU-003189,121.0,94.0,166.0,1334.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-003190,367.0,303.0,90.0,2182.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-003191,211.0,294.0,178.0,726.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-003192,92.0,125.0,175.0,1386.0,True,metal_box,Compressed_Gas-2,True,120.0,154.0,7.27,foam_protector
SKU-003193,312.0,224.0,22.0,1914.0,True,zarf,Flammable_Liquid-3,False,,,,
SKU-003194,245.0,133.0,21.0,799.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003195,258.0,172.0,28.0,444.0,False,kutu,Compressed_Gas-2,True,288.0,201.0,13.77,bubble_wrap
SKU-003196,183.0,186.0,31.0,610.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-003197,114.0,91.0,124.0,146.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-003198,373.0,219.0,34.0,1768.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,True,424.0,254.0,20.65,stretch_film
SKU-003199,180.0,77.0,51.0,344.0,True,kavanoz,Flammable_Liquid-3,True,195.0,98.0,7.37,corner_guard
SKU-003200,391.0,276.0,30.0,1902.0,False,poşet,Aerosol-2,False,,,,
SKU-003201,228.0,193.0,59.0,566.0,True,kavanoz,Corrosive-8,True,245.0,217.0,13.62,double_carton
SKU-003202,239.0,268.0,236.0,1116.0,False,kutu,Compressed_Gas-2,False,,,,
SKU-003203,374.0,248.0,45.0,1658.0,True,zarf,Corrosive-8,True,400.0,296.0,23.59,foam_protector
SKU-003204,314.0,198.0,92.0,1124.0,False,kutu,Corrosive-8,False,,,,
SKU-003205,164.0,186.0,34.0,811.0,False,cardboard_box,Flammable_Liquid-3,True,197.0,206.0,11.28,stretch_film
SKU-003206,376.0,253.0,103.0,2311.0,True,poşet,Flammable_Liquid-3,True,415.0,306.0,24.72,corner_guard
SKU-003207,226.0,224.0,72.0,358.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-003208,157.0,107.0,59.0,312.0,False,cardboard_box,Compressed_Gas-2,True,179.0,125.0,9.34,stretch_film
SKU-003209,139.0,108.0,50.0,308.0,False,poşet,Corrosive-8,True,160.0,148.0,9.67,air_cushion
SKU-003210,271.0,201.0,255.0,1194.0,True,plastic_box,Flammable_Liquid-3,True,288.0,211.0,14.01,double_carton
SKU-003211,401.0,205.0,31.0,1083.0,False,metal_box,Corrosive-8,True,440.0,226.0,20.44,double_carton
SKU-003212,191.0,160.0,23.0,716.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-003213,202.0,246.0,77.0,524.0,False,kutu,Flammable_Liquid-3,True,222.0,274.0,14.4,air_cushion
SKU-003214,323.0,195.0,25.0,1051.0,True,cardboard_box,Aerosol-2,True,352.0,230.0,17.23,stretch_film
SKU-003215,161.0,109.0,42.0,662.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-003216,260.0,238.0,62.0,641.0,False,kutu,Corrosive-8,False,,,,
SKU-003217,220.0,234.0,83.0,374.0,False,plastic_box,,False,,,,
SKU-003218,112.0,120.0,102.0,371.0,False,zarf,Aerosol-2,True,141.0,162.0,8.09,foam_protector
SKU-003219,273.0,188.0,66.0,211.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-003220,328.0,191.0,180.0,479.0,False,kavanoz,Aerosol-2,False,,,,
SKU-003221,312.0,217.0,121.0,1216.0,True,cardboard_box,Flammable_Liquid-3,True,360.0,252.0,18.47,stretch_film
SKU-003222,253.0,216.0,231.0,1692.0,False,zarf,Aerosol-2,True,279.0,265.0,16.38,double_carton
SKU-003223,238.0,179.0,273.0,366.0,False,poşet,Corrosive-8,False,,,,
SKU-003224,122.0,100.0,184.0,1814.0,True,kutu,Compressed_Gas-2,True,175.0,136.0,8.07,bubble_wrap
SKU-003225,287.0,316.0,265.0,421.0,False,kutu,Corrosive-8,False,,,,
SKU-003226,237.0,155.0,28.0,481.0,False,cardboard_box,Flammable_Liquid-3,False,,,,
SKU-003227,288.0,254.0,24.0,1503.0,True,zarf,Corrosive-8,True,317.0,276.0,19.07,air_cushion
SKU-003228,177.0,71.0,43.0,466.0,False,kutu,Aerosol-2,False,,,,
SKU-003229,295.0,242.0,69.0,515.0,False,kutu,Compressed_Gas-2,False,,,,
SKU-003230,109.0,134.0,172.0,1018.0,True,kutu,Flammable_Liquid-3,False,,,,
SKU-003231,133.0,113.0,176.0,1637.0,True,zarf,Corrosive-8,False,,,,
SKU-003232,273.0,243.0,62.0,529.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-003233,279.0,225.0,44.0,549.0,False,zarf,,False,,,,
SKU-003234,353.0,279.0,15.0,1440.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-003235,278.0,227.0,143.0,1156.0,True,poşet,Flammable_Liquid-3,False,,,,
SKU-003236,115.0,117.0,164.0,1352.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-003237,302.0,291.0,106.0,2393.0,False,kutu,Aerosol-2,True,327.0,326.0,20.92,air_cushion
SKU-003238,200.0,140.0,36.0,1115.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-003239,223.0,222.0,34.0,631.0,False,metal_box,Corrosive-8,True,276.0,253.0,16.77,stretch_film
SKU-003240,230.0,152.0,28.0,464.0,False,kutu,Flammable_Liquid-3,True,253.0,176.0,11.42,corner_guard
SKU-003241,373.0,183.0,43.0,463.0,False,poşet,Corrosive-8,True,407.0,201.0,16.77,bubble_wrap
SKU-003242,213.0,232.0,41.0,628.0,False,poşet,Aerosol-2,True,241.0,268.0,14.28,stretch_film
SKU-003243,286.0,259.0,219.0,1409.0,False,metal_box,Corrosive-8,True,315.0,288.0,19.55,bubble_wrap
SKU-003244,141.0,107.0,53.0,594.0,False,kavanoz,Aerosol-2,False,,,,
SKU-003245,118.0,128.0,85.0,344.0,True,plastic_box,Flammable_Liquid-3,False,,,,
SKU-003246,98.0,109.0,174.0,1810.0,False,plastic_box,Flammable_Liquid-3,True,129.0,145.0,8.0,foam_protector
SKU-003247,342.0,209.0,102.0,884.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-003248,107.0,113.0,187.0,1879.0,True,kutu,Flammable_Liquid-3,True,141.0,130.0,7.25,air_cushion
